task_id,task_name,task_definition_key,vx_type,task_status,is_excluded,exclude_reason,start_date,claim_time,end_time,status_weekly
b0b1ebe7-e52b-11f0-833b-1a66a98ce176,3.5.2.1.10 MFG Generates Material Changeover Plan,V3_5_2_1_10,V3,DONE,0,,2025-12-30,2025-12-30 14:37:29,2026-01-07 13:42:28,DOING
b158b3ba-e52b-11f0-833b-1a66a98ce176,3.5.2.1.6 ME Generate Fixture Changeover Plan,V3_5_2_1_6,V3,DONE,0,,2025-12-30,2025-12-30 17:22:07,2026-01-05 16:50:35,DOING
b1de0fbe-e52b-11f0-833b-1a66a98ce176,3.5.2.1.3 ME Generate Equipment/Recipe Changeover Plan,V3_5_2_1_3,V3,DONE,0,,2025-12-30,2025-12-30 17:22:07,2026-01-05 16:51:05,DOING
b2051fde-e52b-11f0-833b-1a66a98ce176,3.5.2.1.2 ME(PE) Generate Auxiliary Material Changeover Plan,V3_5_2_1_2,V3,DONE,0,,2025-12-30,2025-12-30 17:22:07,2026-01-05 16:48:49,DOING
b28af1f1-e52b-11f0-833b-1a66a98ce176,3.5.1.1.7 ME generates auxiliary material requirements,V3_5_1_1_7,V3,DONE,0,,2025-12-30,2025-12-30 17:22:07,2026-01-05 15:20:03,DOING
b6b847b2-e52b-11f0-bf7b-965e190dd3fa,3.5.1.1.2 ME Generate fixture requirements,V3_5_1_1_2,V3,DONE,0,,2025-12-30,2025-12-30 17:22:07,2026-01-05 16:50:07,DOING
b7289601-e52b-11f0-bf7b-965e190dd3fa,3.5.1.1.11 Obtain historical negative information,V3_5_1_1_11,V3,DOING,0,,2025-12-30,2025-12-30 13:15:01,1970-01-01 00:00:00,DOING
b861b228-e52b-11f0-bf7b-965e190dd3fa,3.5.1.1.4 ME generates equipment/formula requirements,V3_5_1_1_4,V3,DONE,0,,2025-12-30,2025-12-30 17:22:07,2026-01-05 16:48:16,DOING
b8b37b14-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.13 QC Generate Product Validation Plan,V3_5_2_1_13,V3,DOING,0,,2025-12-30,2025-12-30 13:15:01,1970-01-01 00:00:00,DOING
b90d823e-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.12 ME Generate Process Validation Plan,V3_5_2_1_12,V3,DONE,0,,2025-12-30,2025-12-30 17:22:07,2026-01-05 15:06:01,DOING
b96a6f9b-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.10 MFG Generates Material Changeover Plan,V3_5_2_1_10,V3,DOING,0,,2025-12-30,2025-12-30 14:37:21,1970-01-01 00:00:00,DOING
ba2de62e-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.6 ME Generate Fixture Changeover Plan,V3_5_2_1_6,V3,DONE,0,,2025-12-30,2025-12-30 17:22:07,2026-01-05 16:51:51,DOING
ba99a0b2-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.3 ME Generate Equipment/Recipe Changeover Plan,V3_5_2_1_3,V3,DONE,0,,2025-12-30,2025-12-30 17:22:01,2026-01-05 16:49:38,DOING
babfc672-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.2 ME(PE) Generate Auxiliary Material Changeover Plan,V3_5_2_1_2,V3,DONE,0,,2025-12-30,2025-12-30 17:22:01,2026-01-05 16:46:40,DOING
bb064595-e52b-11f0-bf7b-965e190dd3fa,3.5.1.1.7 ME generates auxiliary material requirements,V3_5_1_1_7,V3,DONE,0,,2025-12-30,2025-12-30 17:22:01,2026-01-05 15:19:54,DOING
be9d006a-e52b-11f0-b24f-5e140ac69200,3.5.1.1.2 ME Generate fixture requirements,V3_5_1_1_2,V3,DONE,0,,2025-12-30,2025-12-30 17:22:01,2026-01-05 16:46:01,DOING
beeca759-e52b-11f0-b24f-5e140ac69200,3.5.1.1.11 Obtain historical negative information,V3_5_1_1_11,V3,DOING,0,,2025-12-30,2025-12-30 13:14:43,1970-01-01 00:00:00,DOING
bfddbe29-e52b-11f0-b24f-5e140ac69200,3.5.1.1.4 ME generates equipment/formula requirements,V3_5_1_1_4,V3,DONE,0,,2025-12-30,2025-12-30 17:22:01,2026-01-05 16:46:26,DOING
c0212f6d-e52b-11f0-b24f-5e140ac69200,3.5.2.1.13 QC Generate Product Validation Plan,V3_5_2_1_13,V3,DOING,0,,2025-12-30,2025-12-30 13:14:37,1970-01-01 00:00:00,DOING
c04fe0d4-e52b-11f0-b24f-5e140ac69200,3.5.2.1.12 ME Generate Process Validation Plan,V3_5_2_1_12,V3,DONE,0,,2025-12-30,2025-12-30 17:22:01,2026-01-05 15:12:12,DOING
c097e5ca-e52b-11f0-b24f-5e140ac69200,3.5.2.1.10 MFG Generates Material Changeover Plan,V3_5_2_1_10,V3,DOING,0,,2025-12-30,2025-12-30 14:37:20,1970-01-01 00:00:00,DOING
c122c12d-e52b-11f0-b24f-5e140ac69200,3.5.2.1.6 ME Generate Fixture Changeover Plan,V3_5_2_1_6,V3,DONE,0,,2025-12-30,2025-12-30 17:22:00,2026-01-05 16:46:14,DOING
c196b811-e52b-11f0-b24f-5e140ac69200,3.5.2.1.3 ME Generate Equipment/Recipe Changeover Plan,V3_5_2_1_3,V3,DONE,0,,2025-12-30,2025-12-30 17:22:00,2026-01-05 16:47:11,DOING
c1b9d091-e52b-11f0-b24f-5e140ac69200,3.5.2.1.2 ME(PE) Generate Auxiliary Material Changeover Plan,V3_5_2_1_2,V3,DONE,0,,2025-12-30,2025-12-30 17:22:00,2026-01-05 16:45:17,DOING
c2050aa4-e52b-11f0-b24f-5e140ac69200,3.5.1.1.7 ME generates auxiliary material requirements,V3_5_1_1_7,V3,DONE,0,,2025-12-30,2025-12-30 17:22:00,2026-01-05 16:45:00,DOING
c77e1a6f-e52b-11f0-bf7b-965e190dd3fa,3.5.1.1.2 ME Generate fixture requirements,V3_5_1_1_2,V3,DONE,0,,2025-12-30,2025-12-30 17:21:51,2026-01-05 15:13:08,DOING
c7da6b8e-e52b-11f0-bf7b-965e190dd3fa,3.5.1.1.11 Obtain historical negative information,V3_5_1_1_11,V3,DOING,0,,2025-12-30,2025-12-30 13:14:31,1970-01-01 00:00:00,DOING
c8b4c5c0-e52b-11f0-bf7b-965e190dd3fa,3.5.1.1.4 ME generates equipment/formula requirements,V3_5_1_1_4,V3,DONE,0,,2025-12-30,2025-12-30 17:21:51,2026-01-05 15:05:03,DOING
c8f9e568-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.13 QC Generate Product Validation Plan,V3_5_2_1_13,V3,DOING,0,,2025-12-30,2025-12-30 13:14:25,1970-01-01 00:00:00,DOING
c93518e5-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.12 ME Generate Process Validation Plan,V3_5_2_1_12,V3,DONE,0,,2025-12-30,2025-12-30 17:21:51,2026-01-05 16:44:47,DOING
c98a3e12-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.10 MFG Generates Material Changeover Plan,V3_5_2_1_10,V3,DOING,0,,2025-12-30,2025-12-30 14:37:07,1970-01-01 00:00:00,DOING
ca315405-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.6 ME Generate Fixture Changeover Plan,V3_5_2_1_6,V3,DONE,0,,2025-12-30,2025-12-30 17:21:51,2026-01-05 16:43:20,DOING
caaf35f9-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.3 ME Generate Equipment/Recipe Changeover Plan,V3_5_2_1_3,V3,DONE,0,,2025-12-30,2025-12-30 17:21:51,2026-01-05 15:16:18,DOING
cad35fe9-e52b-11f0-bf7b-965e190dd3fa,3.5.2.1.2 ME(PE) Generate Auxiliary Material Changeover Plan,V3_5_2_1_2,V3,DONE,0,,2025-12-30,2025-12-30 17:21:51,2026-01-05 15:19:35,DOING
cb1f8467-e52b-11f0-bf7b-965e190dd3fa,3.5.1.1.7 ME generates auxiliary material requirements,V3_5_1_1_7,V3,DONE,0,,2025-12-30,2025-12-30 17:21:51,2026-01-05 15:12:44,DOING
cdce562d-e53e-11f0-bf7b-965e190dd3fa,3.5.4.1.3 ME Generates Auxiliary Material Recycle Plan,V3_5_4_1_3,V3,DONE,0,,2025-12-30,2025-12-30 17:21:26,2026-01-05 15:14:05,DOING
ce3a077a-e488-11f0-833b-1a66a98ce176,3.5.2.8.1 TE(PE) Execute Process Validation,V3_5_2_8_1,V3,DOING,0,,2025-12-29,2025-12-29 17:32:44,1970-01-01 00:00:00,DOING
ce5de368-e488-11f0-833b-1a66a98ce176,3.5.2.8.3 ME Execute Process Validation,V3_5_2_8_3,V3,DOING,0,,2025-12-29,2025-12-29 15:40:36,1970-01-01 00:00:00,DOING
d297e366-e488-11f0-b91f-f260ad480fb9,3.5.2.8.1 TE(PE) Execute Process Validation,V3_5_2_8_1,V3,DONE,0,,2025-12-29,2025-12-29 17:32:44,2026-01-06 01:58:01,DOING
d2b9ea94-e488-11f0-b91f-f260ad480fb9,3.5.2.8.3 ME Execute Process Validation,V3_5_2_8_3,V3,DONE,0,,2025-12-29,2025-12-29 15:40:25,2026-01-05 17:06:55,DOING
d573412f-e52b-11f0-b810-6e40e3e6024a,3.5.1.1.2 ME Generate fixture requirements,V3_5_1_1_2,V3,DONE,0,,2025-12-30,2025-12-30 17:21:43,2026-01-05 15:13:53,DOING
d5bdb7fe-e52b-11f0-b810-6e40e3e6024a,3.5.1.1.11 Obtain historical negative information,V3_5_1_1_11,V3,DOING,0,,2025-12-30,2025-12-30 13:14:19,1970-01-01 00:00:00,DOING
d67547e9-e52b-11f0-b810-6e40e3e6024a,3.5.1.1.4 ME generates equipment/formula requirements,V3_5_1_1_4,V3,DONE,0,,2025-12-30,2025-12-30 17:21:43,2026-01-05 15:03:06,DOING
d6d346c1-e52b-11f0-b810-6e40e3e6024a,3.5.2.1.13 QC Generate Product Validation Plan,V3_5_2_1_13,V3,DOING,0,,2025-12-30,2025-12-30 13:14:12,1970-01-01 00:00:00,DOING
d703088e-e52b-11f0-b810-6e40e3e6024a,3.5.2.1.12 ME Generate Process Validation Plan,V3_5_2_1_12,V3,DONE,0,,2025-12-30,2025-12-30 17:21:43,2026-01-05 16:43:00,DOING
d74ff05b-e52b-11f0-b810-6e40e3e6024a,3.5.2.1.10 MFG Generates Material Changeover Plan,V3_5_2_1_10,V3,DOING,0,,2025-12-30,2025-12-30 14:36:45,1970-01-01 00:00:00,DOING
d7f335be-e52b-11f0-b810-6e40e3e6024a,3.5.2.1.6 ME Generate Fixture Changeover Plan,V3_5_2_1_6,V3,DONE,0,,2025-12-30,2025-12-30 17:21:43,2026-01-05 15:20:12,DOING
d86be792-e52b-11f0-b810-6e40e3e6024a,3.5.2.1.3 ME Generate Equipment/Recipe Changeover Plan,V3_5_2_1_3,V3,DONE,0,,2025-12-30,2025-12-30 17:21:43,2026-01-05 15:20:22,DOING
d8989d02-e52b-11f0-b810-6e40e3e6024a,3.5.2.1.2 ME(PE) Generate Auxiliary Material Changeover Plan,V3_5_2_1_2,V3,DONE,0,,2025-12-30,2025-12-30 17:21:43,2026-01-05 15:20:33,DOING
d8e50f95-e52b-11f0-b810-6e40e3e6024a,3.5.1.1.7 ME generates auxiliary material requirements,V3_5_1_1_7,V3,DONE,0,,2025-12-30,2025-12-30 17:21:35,2026-01-05 15:03:37,DOING
f83622b1-e61e-11f0-a448-3e013a4bc24a,3.5.1.1.11 Obtain historical negative information,V3_5_1_1_11,V3,DOING,0,,2025-12-31,2025-12-31 17:24:56,1970-01-01 00:00:00,DOING
f930d674-e61e-11f0-a448-3e013a4bc24a,3.5.2.1.13 QC Generate Product Validation Plan,V3_5_2_1_13,V3,DOING,0,,2025-12-31,2025-12-31 17:24:51,1970-01-01 00:00:00,DOING
f9a394fe-e61e-11f0-a448-3e013a4bc24a,3.5.2.1.10 MFG Generates Material Changeover Plan,V3_5_2_1_10,V3,DOING,0,,2025-12-31,2025-12-31 17:07:23,1970-01-01 00:00:00,DOING
003ab65e-e613-11f0-811d-0a4b28ca86c6,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:22:13,DONE
003b78cc-e613-11f0-af20-1292749790e6,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:22:13,DONE
014c7bf3-e5e0-11f0-b24f-5e140ac69200,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 08:36:10,DONE
04a58882-e471-11f0-bf7b-965e190dd3fa,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-29,1970-01-01 00:00:00,2025-12-29 15:27:10,DONE
05dc2a74-e612-11f0-811d-0a4b28ca86c6,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:24:13,DONE
05dd1530-e612-11f0-a448-3e013a4bc24a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:24:13,DONE
05df85dd-e612-11f0-811d-0a4b28ca86c6,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:23:13,DONE
05e1a903-e612-11f0-836b-7ee4675ecfd7,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:23:13,DONE
06031ca8-e5f9-11f0-bf7b-965e190dd3fa,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:17:12,DONE
06031cb0-e5f9-11f0-b24f-5e140ac69200,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:15:13,DONE
06039269-e5f9-11f0-b810-6e40e3e6024a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:16:12,DONE
06040762-e5f9-11f0-833b-1a66a98ce176,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:14:12,DONE
0b8e680a-e611-11f0-811d-0a4b28ca86c6,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:31:13,DONE
0b8fc7af-e611-11f0-a448-3e013a4bc24a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:30:13,DONE
0b91003f-e611-11f0-a448-3e013a4bc24a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 15:49:13,DONE
0b92fc17-e611-11f0-a448-3e013a4bc24a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 15:50:13,DONE
0d007835-e5f8-11f0-bf7b-965e190dd3fa,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:26:12,DONE
0d01629e-e5f8-11f0-b810-6e40e3e6024a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 12:57:12,DONE
0d01b0c3-e5f8-11f0-b810-6e40e3e6024a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:26:12,DONE
0d0225ec-e5f8-11f0-bf7b-965e190dd3fa,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 12:57:12,DONE
0d99e0c0-e617-11f0-92cb-ce426f076598,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 15:26:13,DONE
107448a5-e478-11f0-bf7b-965e190dd3fa,3.5.3.11.1 Collect & Evaluate Prod. Order Standard Time Achievement,V3_5_3_11_1,V3,DONE,0,,2025-12-29,2025-12-29 16:51:42,2025-12-29 16:52:10,DONE
1135aa1b-e610-11f0-af20-1292749790e6,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 15:37:13,DONE
115d559e-e610-11f0-92cb-ce426f076598,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 15:36:13,DONE
1176aa1e-e610-11f0-af20-1292749790e6,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 15:36:13,DONE
16f0d0be-e55f-11f0-bf7b-965e190dd3fa,3.5.1.2.8 MFG Prepare to change the required skill personnel,V3_5_1_2_8,V3,DONE,0,,2025-12-30,2025-12-30 17:15:34,2025-12-30 17:16:34,DONE
1a4b5cf0-e531-11f0-b91f-f260ad480fb9,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-30,1970-01-01 00:00:00,2025-12-30 13:36:10,DONE
1a4d583e-e531-11f0-833b-1a66a98ce176,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-30,1970-01-01 00:00:00,2025-12-30 13:36:10,DONE
1a4e42c6-e531-11f0-b810-6e40e3e6024a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-30,1970-01-01 00:00:00,2025-12-30 13:37:10,DONE
1a4ff0d7-e531-11f0-b91f-f260ad480fb9,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-30,1970-01-01 00:00:00,2025-12-30 13:37:10,DONE
202a5ab5-e61a-11f0-836b-7ee4675ecfd7,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:14:13,DONE
203137c6-e61a-11f0-92cb-ce426f076598,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:12:13,DONE
2032be6e-e61a-11f0-92cb-ce426f076598,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:13:13,DONE
223a3ae3-e60d-11f0-92cb-ce426f076598,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 15:26:13,DONE
238c2907-e5b3-11f0-b91f-f260ad480fb9,3.5.3.9.1 Execute Final Product Inspection and Release,V3_5_3_9_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 06:20:10,DONE
2650b6d0-e530-11f0-b810-6e40e3e6024a,3.5.1.2.5 TE(PE) Prepare to change the fixture,V3_5_1_2_5,V3,DONE,0,,2025-12-30,2025-12-30 11:36:00,2025-12-30 11:37:22,DONE
27c536c9-e522-11f0-b24f-5e140ac69200,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-30,1970-01-01 00:00:00,2025-12-30 09:58:11,DONE
28d0b3b1-e45e-11f0-bf7b-965e190dd3fa,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-29,1970-01-01 00:00:00,2025-12-29 10:36:10,DONE
28d128ab-e45e-11f0-b91f-f260ad480fb9,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-29,1970-01-01 00:00:00,2025-12-29 10:36:10,DONE
28d19db7-e45e-11f0-833b-1a66a98ce176,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-29,1970-01-01 00:00:00,2025-12-29 10:37:10,DONE
28f27151-e5f9-11f0-b24f-5e140ac69200,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:12:12,DONE
28f35bb8-e5f9-11f0-b24f-5e140ac69200,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:13:12,DONE
28f6ddc3-e5f9-11f0-b810-6e40e3e6024a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:10:12,DONE
28f72be8-e5f9-11f0-b810-6e40e3e6024a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:12:12,DONE
298a6d01-e638-11f0-af20-1292749790e6,3.5.3.9.1 Execute Final Product Inspection and Release,V3_5_3_9_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 23:55:13,DONE
2996bc16-e47b-11f0-b810-6e40e3e6024a,3.5.1.2.8 MFG Prepare to change the required skill personnel,V3_5_1_2_8,V3,DONE,0,,2025-12-29,2025-12-29 13:59:04,2025-12-31 15:52:52,DONE
29a87151-e612-11f0-92cb-ce426f076598,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:08:13,DONE
29adefec-e612-11f0-811d-0a4b28ca86c6,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:07:13,DONE
29b14b0a-e612-11f0-92cb-ce426f076598,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:07:13,DONE
29b1c058-e612-11f0-836b-7ee4675ecfd7,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 16:06:13,DONE
2bd9e21e-e488-11f0-b91f-f260ad480fb9,3.5.2.3.2 ME Switch Device Recipe,V3_5_2_3_2,V3,DONE,0,,2025-12-29,2025-12-29 15:33:59,2025-12-29 15:34:47,DONE
2d4ef446-e5ac-11f0-b810-6e40e3e6024a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 03:12:10,DONE
2deaae2d-e5f8-11f0-bf7b-965e190dd3fa,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:24:12,DONE
2deb235a-e5f8-11f0-b810-6e40e3e6024a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:25:12,DONE
2deb235b-e5f8-11f0-b810-6e40e3e6024a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:25:13,DONE
2decf824-e5f8-11f0-bf7b-965e190dd3fa,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 13:23:12,DONE
2f4ec87c-e611-11f0-a448-3e013a4bc24a,3.5.3.5.1 Repair Defective Products,V3_5_3_5_1,V3,DONE,0,,2025-12-31,1970-01-01 00:00:00,2025-12-31 15:44:13,DONE
